home_team,away_team,batter_team,batter_name,pitcher_name,bb_type,bearing,plate_x,plate_z,pitch_mph,launch_speed,launch_angle,is_home_run
ARI,LAD,LAD,"seager, corey","ray, robbie",ground_ball,left,-0.14,2.35,85.9,46.6,-43.0,0
ARI,LAD,LAD,"turner, justin","ray, robbie",line_drive,right,0.51,3.06,87.8,,26.0,0
ARI,LAD,LAD,"pollock, aj","ray, robbie",fly_ball,left,-0.42,2.98,92.1,101.7,38.0,1
ARI,LAD,LAD,"pollock, aj","ray, robbie",ground_ball,left,-0.32,1.89,86.5,102.6,,0
ARI,LAD,LAD,"pollock, aj","ray, robbie",line_drive,center,0.64,2.74,91.4,104.5,19.0,0
ARI,LAD,LAD,"muncy, max","ray, robbie",ground_ball,right,-0.27,2.71,87.5,84.7,-3.0,0
ARI,LAD,LAD,"muncy, max","ray, robbie",popup,center,0.23,2.95,93.2,89.4,81.0,0
ARI,LAD,LAD,"hernandez, enrique","ray, robbie",fly_ball,right,0.19,1.94,84.0,,,0
ARI,LAD,LAD,"taylor, chris","ray, robbie",fly_ball,center,-0.07,3.01,84.0,103.4,,0
ARI,LAD,LAD,"bellinger, cody","ray, robbie",fly_ball,center,-0.18,2.42,88.1,93.3,53.0,0
ARI,LAD,LAD,"bellinger, cody","ray, robbie",ground_ball,center,0.2,2.45,93.9,,1.0,0
ARI,LAD,LAD,"bellinger, cody","ray, robbie",ground_ball,left,0.06,3.56,95.3,,-10.0,0
ARI,HOU,HOU,"springer, george","ray, robbie",fly_ball,right,1.03,2.85,94.0,96.5,63.0,0
ARI,HOU,HOU,"springer, george","ray, robbie",line_drive,left,-0.4,2.76,94.0,104.5,24.0,1
ARI,HOU,HOU,"altuve, jose","ray, robbie",line_drive,center,0.11,2.59,96.4,98.7,,0
ARI,HOU,HOU,"altuve, jose","ray, robbie",fly_ball,left,-0.34,2.04,94.0,98.3,56.0,0
ARI,HOU,HOU,"bregman, alex","ray, robbie",line_drive,left,-0.13,3.04,95.2,,,0
ARI,HOU,HOU,"bregman, alex","ray, robbie",popup,center,0.29,2.44,94.2,,,0
ARI,HOU,HOU,"correa, carlos","ray, robbie",line_drive,center,0.33,2.66,94.4,109.0,10.0,0
ARI,HOU,HOU,"tucker, kyle","ray, robbie",line_drive,center,-0.04,2.16,93.8,105.4,27.0,1
ARI,HOU,HOU,"gurriel, yuli","ray, robbie",line_drive,center,-0.33,2.05,94.7,104.1,,0
ARI,HOU,HOU,"gurriel, yuli","ray, robbie",fly_ball,center,-0.61,2.53,95.1,91.0,,0
ARI,HOU,HOU,"toro, abraham","ray, robbie",line_drive,center,-0.23,3.04,95.9,,,0
ARI,HOU,HOU,"toro, abraham","ray, robbie",fly_ball,center,-0.22,2.91,94.1,100.6,31.0,1
ARI,HOU,HOU,"maldonado, martin","ray, robbie",fly_ball,center,0.04,2.46,86.4,94.5,,0
ARI,HOU,HOU,"straw, myles","ray, robbie",fly_ball,center,0.16,2.15,94.7,99.8,34.0,0
ARI,HOU,HOU,"straw, myles","ray, robbie",fly_ball,right,0.8,3.27,95.2,,45.0,0
ARI,SD,SD,"machado, manny","ray, robbie",popup,center,0.48,3.2,91.6,92.9,57.0,0
SD,ARI,SD,"machado, manny","ray, robbie",popup,left,-0.46,1.53,87.3,86.2,53.0,0
ARI,SD,SD,"hosmer, eric","ray, robbie",fly_ball,center,0.1,3.95,95.4,83.9,42.0,0
ARI,SD,SD,"hosmer, eric","ray, robbie",fly_ball,right,-0.12,2.92,92.4,,54.0,0
ARI,SD,SD,"cronenworth, jake","ray, robbie",fly_ball,center,0.14,2.27,92.6,99.2,,0
SD,ARI,SD,"profar, jurickson","ray, robbie",popup,right,-0.12,3.75,94.1,,69.0,0
SD,ARI,SD,"profar, jurickson","ray, robbie",popup,center,0.54,3.85,92.9,84.2,64.0,0
ARI,SD,SD,"tatis, fernando","ray, robbie",ground_ball,center,0.78,1.89,93.8,96.8,-9.0,0
ARI,SD,SD,"grisham, trent","ray, robbie",fly_ball,left,-0.3,2.81,92.0,,25.0,0
SD,ARI,SD,"grisham, trent","ray, robbie",line_drive,right,-0.19,1.55,87.9,103.0,11.0,0
SD,ARI,SD,"myers, wil","ray, robbie",line_drive,center,0.02,2.05,84.2,103.2,23.0,1
ARI,SD,SD,"pham, tommy","ray, robbie",fly_ball,right,-0.36,2.13,91.6,94.7,50.0,0
ARI,SD,SD,"olivares, edward","ray, robbie",fly_ball,left,-0.95,2.77,93.5,92.1,39.0,0
ARI,SD,SD,"olivares, edward","ray, robbie",ground_ball,left,-0.1,2.37,93.0,103.8,,0
SD,ARI,SD,"olivares, edward","ray, robbie",line_drive,left,-0.42,3.05,95.1,109.7,,0
ARI,SD,SD,"mateo, jorge","ray, robbie",popup,center,-0.48,2.66,93.3,86.5,69.0,0
COL,ARI,COL,"kemp, matt","ray, robbie",line_drive,center,0.46,0.91,80.3,86.5,19.0,0
SF,ARI,SF,"yastrzemski, mike","ray, robbie",fly_ball,left,-0.91,2.58,87.8,97.4,32.0,0
SF,ARI,SF,"longoria, evan","ray, robbie",ground_ball,center,0.68,2.43,89.0,86.6,,0
SF,ARI,SF,"longoria, evan","ray, robbie",fly_ball,center,0.09,3.42,93.6,,34.0,1
SF,ARI,SF,"longoria, evan","ray, robbie",ground_ball,left,0.03,1.71,85.6,99.2,6.0,0
SF,ARI,SF,"crawford, brandon","ray, robbie",popup,left,-0.86,1.95,89.2,,,0
SF,ARI,SF,"crawford, brandon","ray, robbie",ground_ball,center,-0.31,3.0,89.1,81.3,-41.0,0
SF,ARI,SF,"flores, wilmer","ray, robbie",line_drive,left,-0.66,2.16,92.5,,29.0,1
SF,ARI,SF,"solano, donovan","ray, robbie",line_drive,left,-0.34,1.71,87.3,108.1,12.0,0
SF,ARI,SF,"solano, donovan","ray, robbie",line_drive,center,-1.06,2.18,93.9,87.0,24.0,0
SF,ARI,SF,"solano, donovan","ray, robbie",fly_ball,left,-0.83,3.59,92.7,92.2,,0
SF,ARI,SF,"bart, joey","ray, robbie",line_drive,right,0.43,2.54,95.3,103.4,23.0,0
SF,ARI,SF,"dubon, mauricio","ray, robbie",ground_ball,left,-0.23,1.39,88.7,,,0
SD,ARI,SD,"france, ty","ray, robbie",fly_ball,left,-0.93,2.54,95.4,72.1,37.0,0
SD,ARI,SD,"france, ty","ray, robbie",line_drive,right,0.2,1.42,95.0,72.5,,0
TB,TOR,TB,"lowe, brandon","ray, robbie",popup,left,-0.4,2.86,90.8,,,0
TB,TOR,TB,"margot, manuel","ray, robbie",popup,center,-0.24,2.11,88.8,81.1,82.0,0
TB,TOR,TB,"kiermaier, kevin","ray, robbie",popup,left,0.19,2.47,83.6,63.6,63.0,0
TB,TOR,TB,"zunino, mike","ray, robbie",ground_ball,left,-0.09,2.22,93.9,94.3,-17.0,0
TOR,PHI,PHI,"mccutchen, andrew","ray, robbie",popup,left,-0.33,2.06,87.8,88.1,71.0,0
TOR,PHI,PHI,"gregorius, didi","ray, robbie",line_drive,right,-0.48,2.95,92.4,,21.0,0
TOR,PHI,PHI,"gregorius, didi","ray, robbie",line_drive,center,-0.2,3.02,92.2,,13.0,0
TOR,PHI,PHI,"bohm, alec","ray, robbie",ground_ball,center,-0.7,3.29,92.8,84.6,-7.0,0
TOR,PHI,PHI,"bohm, alec","ray, robbie",line_drive,center,-0.92,2.47,82.0,79.9,17.0,0
TOR,PHI,PHI,"knapp, andrew","ray, robbie",ground_ball,center,0.88,2.08,91.1,71.5,,0
TOR,PHI,PHI,"knapp, andrew","ray, robbie",line_drive,center,0.17,2.77,93.8,98.0,20.0,0
TOR,PHI,PHI,"harper, bryce","ray, robbie",popup,center,0.25,2.85,93.6,95.2,49.0,0
TOR,PHI,PHI,"harper, bryce","ray, robbie",fly_ball,right,0.16,2.87,92.9,,,1
TOR,NYM,NYM,"rosario, amed","ray, robbie",line_drive,center,-0.79,2.61,96.0,80.0,,0
TOR,NYM,NYM,"rosario, amed","ray, robbie",line_drive,center,0.55,3.02,92.9,,20.0,0
TOR,NYM,NYM,"alonso, pete","ray, robbie",fly_ball,right,-0.05,2.29,89.9,80.7,51.0,0
TOR,NYM,NYM,"conforto, michael","ray, robbie",ground_ball,center,-0.28,2.55,97.4,,-8.0,0
TOR,NYM,NYM,"conforto, michael","ray, robbie",line_drive,right,0.22,1.97,85.3,,,0
TOR,NYM,NYM,"cano, robinson","ray, robbie",ground_ball,center,0.8,1.91,87.3,97.6,-9.0,0
TOR,NYM,NYM,"davis, j. d.","ray, robbie",line_drive,left,-0.64,2.77,95.5,79.9,23.0,0
TOR,NYM,NYM,"ramos, wilson","ray, robbie",ground_ball,left,0.13,2.24,94.3,95.6,,0
TOR,NYM,NYM,"mcneil, jeff","ray, robbie",line_drive,center,0.09,1.67,89.9,94.6,26.0,0
TOR,NYM,NYM,"mcneil, jeff","ray, robbie",fly_ball,center,0.52,2.57,96.4,,31.0,0
TOR,NYM,NYM,"mcneil, jeff","ray, robbie",fly_ball,left,-0.15,3.09,93.1,87.5,42.0,0
TOR,NYM,NYM,"smith, dominic","ray, robbie",ground_ball,left,-1.16,2.06,94.9,92.4,4.0,0
TOR,PHI,PHI,"gosselin, philip","ray, robbie",fly_ball,right,-0.11,2.46,87.2,82.5,56.0,0
TOR,PHI,PHI,"gosselin, philip","ray, robbie",ground_ball,center,0.6,2.8,92.4,104.5,2.0,0
TOR,PHI,PHI,"kingery, scott","ray, robbie",line_drive,left,0.2,1.44,93.1,,,0
TOR,NYY,NYY,"hicks, aaron","ray, robbie",ground_ball,center,0.27,2.19,85.0,80.9,,0
TOR,NYY,NYY,"judge, aaron","ray, robbie",ground_ball,center,0.53,2.95,85.8,100.1,-22.0,0
TOR,NYY,NYY,"voit, luke","ray, robbie",ground_ball,center,0.52,2.54,87.1,,-10.0,0
TOR,NYY,NYY,"frazier, clint","ray, robbie",fly_ball,left,-0.77,2.6,95.8,71.8,36.0,0
TOR,NYY,NYY,"urshela, gio","ray, robbie",line_drive,right,-0.13,3.13,94.2,83.4,16.0,0
MIA,TOR,MIA,"dickerson, corey","ray, robbie",line_drive,left,-0.41,1.65,93.9,90.9,21.0,0
MIA,TOR,MIA,"joyce, matt","ray, robbie",ground_ball,right,0.17,1.87,85.8,,-6.0,0
MIA,TOR,MIA,"joyce, matt","ray, robbie",fly_ball,right,0.25,2.15,85.4,,36.0,0
MIA,TOR,MIA,"rojas, miguel","ray, robbie",line_drive,center,0.18,2.61,92.3,101.0,,0
MIA,TOR,MIA,"berti, jon","ray, robbie",line_drive,center,0.26,2.7,93.6,,24.0,1
MIA,TOR,MIA,"cooper, garrett","ray, robbie",line_drive,center,0.48,2.94,85.0,102.3,13.0,0
MIA,TOR,MIA,"cooper, garrett","ray, robbie",line_drive,right,0.22,2.5,91.6,,,0
MIA,TOR,MIA,"anderson, brian","ray, robbie",line_drive,center,-0.41,2.34,82.5,91.4,19.0,0
TOR,NYY,NYY,"lemahieu, dj","ray, robbie",ground_ball,left,-0.62,2.87,94.1,97.1,-13.0,0
TOR,NYY,NYY,"lemahieu, dj","ray, robbie",ground_ball,center,0.79,1.7,85.7,85.9,,0
TOR,NYY,NYY,"lemahieu, dj","ray, robbie",ground_ball,right,-0.03,2.04,88.4,,2.0,0
TOR,NYY,NYY,"torres, gleyber","ray, robbie",line_drive,left,-0.07,3.0,93.8,91.2,24.0,0
TOR,NYY,NYY,"torres, gleyber","ray, robbie",fly_ball,right,0.07,3.21,94.4,,50.0,0
BOS,TOR,BOS,"martinez, j. d.","ray, robbie",line_drive,left,0.44,2.33,86.8,79.7,28.0,0
BOS,TOR,BOS,"bradley, jackie","ray, robbie",popup,center,0.06,1.84,80.6,64.5,57.0,0
BOS,TOR,BOS,"chavis, michael","ray, robbie",line_drive,left,-0.19,1.83,82.2,105.6,,0
BOS,TOR,BOS,"plawecki, kevin","ray, robbie",line_drive,center,0.77,3.52,93.6,,26.0,1
BOS,TOR,BOS,"plawecki, kevin","ray, robbie",fly_ball,right,-0.44,2.96,95.4,64.2,34.0,0
BOS,TOR,BOS,"dalbec, bobby","ray, robbie",popup,right,-0.59,3.7,92.8,,70.0,0
BOS,TOR,BOS,"dalbec, bobby","ray, robbie",fly_ball,center,1.16,3.05,94.8,100.3,28.0,1
BOS,TOR,BOS,"vazquez, christian","ray, robbie",fly_ball,right,0.14,2.85,95.3,,58.0,0
BOS,TOR,BOS,"vazquez, christian","ray, robbie",ground_ball,center,0.5,3.33,93.6,97.4,,0
BOS,TOR,BOS,"bogaerts, xander","ray, robbie",line_drive,left,-0.38,2.0,86.9,112.5,9.0,0
BOS,TOR,BOS,"bogaerts, xander","ray, robbie",popup,left,-0.01,2.64,94.2,80.7,66.0,0
TB,TOR,TB,"arozarena, randy","ray, robbie",line_drive,right,0.28,3.51,93.2,107.8,13.0,0
BOS,TOR,BOS,"munoz, yairo","ray, robbie",line_drive,left,-0.68,1.28,88.4,,14.0,0
TOR,NYM,NYM,"marisnick, jake","ray, robbie",ground_ball,center,-0.69,2.96,96.6,48.4,,0
TOR,NYM,NYM,"marisnick, jake","ray, robbie",ground_ball,left,-0.98,2.14,94.7,101.7,-4.0,0
COL,ARI,COL,"owings, chris","ray, robbie",fly_ball,left,-0.5,2.91,93.8,89.4,,0
COL,ARI,COL,"owings, chris","ray, robbie",ground_ball,center,0.44,1.52,95.5,80.2,,0
MIA,TOR,MIA,"diaz, lewin","ray, robbie",popup,left,0.46,3.07,93.0,72.8,70.0,0
SF,ARI,SF,"ruf, darin","ray, robbie",line_drive,center,0.52,1.72,85.2,,,0
ARI,COL,COL,"arenado, nolan","lópez, yoan",fly_ball,left,-0.81,2.39,87.3,84.4,,0
ARI,COL,COL,"diaz, elias","lópez, yoan",fly_ball,right,0.47,2.67,97.4,81.3,36.0,0
ARI,COL,COL,"butera, drew","lópez, yoan",ground_ball,left,0.38,2.19,87.6,74.1,,0
ARI,COL,COL,"hampson, garrett","lópez, yoan",ground_ball,left,-0.15,3.18,97.0,93.2,-11.0,0
ARI,COL,COL,"fuentes, joshua","lópez, yoan",ground_ball,center,1.09,1.87,87.7,66.0,,0
ARI,COL,COL,"fuentes, joshua","lópez, yoan",ground_ball,left,0.09,1.45,86.1,,-9.0,0
ARI,COL,COL,"hilliard, sam","lópez, yoan",ground_ball,center,-0.91,2.35,97.0,101.2,-14.0,0
ARI,COL,COL,"hilliard, sam","lópez, yoan",ground_ball,right,0.55,2.57,97.3,110.3,1.0,0
ARI,LAD,LAD,"turner, justin","lópez, yoan",fly_ball,center,0.17,1.95,96.4,88.4,,0
ARI,LAD,LAD,"pollock, aj","lópez, yoan",fly_ball,center,-0.46,2.41,83.2,,32.0,1
ARI,LAD,LAD,"rios, edwin","lópez, yoan",ground_ball,center,-0.22,2.51,96.9,94.6,,0
ARI,LAD,LAD,"rios, edwin","lópez, yoan",ground_ball,center,0.43,2.77,96.4,,,0
ARI,LAD,LAD,"beaty, matt","lópez, yoan",line_drive,left,-0.42,3.03,95.9,92.0,,0
ARI,LAD,LAD,"muncy, max","lópez, yoan",ground_ball,center,-0.5,1.46,86.1,,2.0,0
ARI,LAD,LAD,"pederson, joc","lópez, yoan",ground_ball,left,-0.44,3.23,95.4,96.7,,0
ARI,LAD,LAD,"taylor, chris","lópez, yoan",ground_ball,left,0.58,2.18,84.1,70.5,,0
ARI,LAD,LAD,"bellinger, cody","lópez, yoan",ground_ball,center,0.08,1.84,97.2,,,0
ARI,LAD,LAD,"bellinger, cody","lópez, yoan",fly_ball,left,-0.24,1.9,96.7,99.3,34.0,0
ARI,LAD,LAD,"barnes, austin","lópez, yoan",ground_ball,left,0.23,2.16,96.2,76.6,-26.0,0
ARI,HOU,HOU,"altuve, jose","lópez, yoan",ground_ball,center,-0.05,2.77,85.8,96.3,-6.0,0
HOU,ARI,HOU,"correa, carlos","lópez, yoan",ground_ball,center,0.02,2.3,85.2,96.9,,0
HOU,ARI,HOU,"reddick, josh","lópez, yoan",popup,left,0.03,3.42,96.3,75.9,51.0,0
HOU,ARI,HOU,"maldonado, martin","lópez, yoan",fly_ball,right,0.78,2.47,97.3,77.7,40.0,0
ARI,HOU,HOU,"stubbs, garrett","lópez, yoan",line_drive,left,-0.8,2.97,95.7,,30.0,0
SD,ARI,SD,"hedges, austin","lópez, yoan",ground_ball,center,0.43,2.71,94.5,77.9,-6.0,0
OAK,ARI,OAK,"semien, marcus","lópez, yoan",ground_ball,left,0.17,1.72,85.5,89.0,-21.0,0
OAK,ARI,OAK,"chapman, matt","lópez, yoan",fly_ball,left,-0.04,2.34,84.7,,30.0,1
ARI,OAK,OAK,"canha, mark","lópez, yoan",ground_ball,center,0.81,1.63,97.6,102.3,,0
OAK,ARI,OAK,"murphy, sean","lópez, yoan",ground_ball,center,0.29,2.18,86.2,100.4,-12.0,0
OAK,ARI,OAK,"laureano, ramon","lópez, yoan",line_drive,left,0.4,1.92,86.1,105.1,12.0,0
ARI,OAK,OAK,"davis, khris","lópez, yoan",ground_ball,center,0.07,1.4,95.6,69.4,-12.0,0
ARI,COL,COL,"tapia, raimel","lópez, yoan",ground_ball,left,0.11,1.88,97.4,97.4,,0
ARI,COL,COL,"tapia, raimel","lópez, yoan",ground_ball,left,0.16,3.43,95.5,79.8,3.0,0
ARI,COL,COL,"wolters, tony","lópez, yoan",line_drive,right,0.07,1.81,86.8,79.6,14.0,0
SF,ARI,SF,"yastrzemski, mike","lópez, yoan",ground_ball,center,0.05,1.48,98.2,84.2,-28.0,0
ARI,SF,SF,"dickerson, alex","lópez, yoan",ground_ball,center,-0.3,2.86,87.9,96.1,-8.0,0
SF,ARI,SF,"longoria, evan","lópez, yoan",ground_ball,center,-0.23,2.43,96.4,103.3,-6.0,0
SF,ARI,SF,"longoria, evan","lópez, yoan",ground_ball,center,-0.14,3.27,96.1,102.0,-3.0,0
SF,ARI,SF,"crawford, brandon","lópez, yoan",ground_ball,left,-0.52,2.43,87.6,100.4,,0
ARI,SF,SF,"flores, wilmer","lópez, yoan",ground_ball,center,0.84,2.46,87.2,96.8,-6.0,0
SF,ARI,SF,"flores, wilmer","lópez, yoan",fly_ball,left,0.46,2.32,88.5,84.4,30.0,0
SF,ARI,SF,"bart, joey","lópez, yoan",fly_ball,right,0.28,2.61,97.3,100.3,43.0,0
SF,ARI,SF,"belt, brandon","lópez, yoan",fly_ball,right,0.67,2.92,95.7,,37.0,0
SF,ARI,SF,"belt, brandon","lópez, yoan",line_drive,right,0.32,2.66,85.2,,26.0,1
SF,ARI,SF,"belt, brandon","lópez, yoan",fly_ball,center,-0.22,2.55,95.7,,32.0,0
ARI,SF,SF,"sandoval, pablo","lópez, yoan",line_drive,left,-0.62,1.14,86.6,96.6,18.0,0
SF,ARI,SF,"sandoval, pablo","lópez, yoan",line_drive,left,0.09,3.06,97.2,91.1,13.0,0
SF,ARI,SF,"dubon, mauricio","lópez, yoan",fly_ball,left,-0.34,2.53,85.2,86.5,44.0,0
ARI,LAD,LAD,"lux, gavin","lópez, yoan",fly_ball,right,0.48,1.91,86.3,,,1
ARI,SEA,SEA,"france, ty","lópez, yoan",line_drive,left,0.34,2.31,96.7,80.1,23.0,0
SD,ARI,SD,"france, ty","lópez, yoan",ground_ball,left,-0.11,2.49,85.7,84.8,-8.0,0
ARI,SEA,SEA,"white, evan","lópez, yoan",line_drive,left,-0.56,2.43,98.0,106.0,14.0,0
ARI,SEA,SEA,"ervin, phil","lópez, yoan",ground_ball,right,-0.43,3.43,95.2,,18.0,0
ARI,SEA,SEA,"seager, kyle","lópez, yoan",fly_ball,left,0.11,3.09,97.5,90.0,57.0,0
ARI,SEA,SEA,"marmolejos, jose","lópez, yoan",fly_ball,right,0.59,2.06,89.5,91.8,,0
ARI,TEX,TEX,"gallo, joey","lópez, yoan",fly_ball,left,-0.28,2.84,96.8,103.2,39.0,0
TEX,ARI,TEX,"gallo, joey","lópez, yoan",fly_ball,center,-0.12,2.86,94.5,,42.0,0
ARI,TEX,TEX,"huff, sam","lópez, yoan",ground_ball,left,0.23,1.88,97.3,91.9,-21.0,0
ARI,TEX,TEX,"kiner-falefa, isiah","lópez, yoan",ground_ball,left,0.38,1.97,88.3,99.1,,0
LAA,ARI,LAA,"simmons, andrelton","lópez, yoan",ground_ball,left,0.55,2.1,83.3,84.4,,0
HOU,ARI,HOU,"díaz, aledmys","lópez, yoan",ground_ball,left,0.51,2.22,95.4,64.7,-22.0,0
SF,ARI,SF,"slater, austin","lópez, yoan",line_drive,right,0.22,2.43,97.0,,28.0,0
ARI,COL,COL,"arenado, nolan","smith, riley",ground_ball,left,0.45,2.15,85.6,84.3,-22.0,0
ARI,COL,COL,"blackmon, charlie","smith, riley",line_drive,right,0.49,2.71,95.2,105.6,29.0,1
ARI,COL,COL,"diaz, elias","smith, riley",ground_ball,left,0.44,2.12,80.3,83.0,-44.0,0
ARI,COL,COL,"diaz, elias","smith, riley",ground_ball,left,0.91,1.64,84.1,65.6,-18.0,0
ARI,COL,COL,"rodgers, brendan","smith, riley",ground_ball,left,0.5,1.95,79.3,79.5,-4.0,0
ARI,COL,COL,"butera, drew","smith, riley",fly_ball,left,-0.66,1.99,79.5,85.2,32.0,0
ARI,COL,COL,"fuentes, joshua","smith, riley",ground_ball,center,0.31,1.88,95.1,,-22.0,0
ARI,COL,COL,"hilliard, sam","smith, riley",ground_ball,left,-0.79,2.17,83.8,,,0
ARI,COL,COL,"story, trevor","smith, riley",ground_ball,center,-0.25,2.69,84.4,73.0,-6.0,0
ARI,LAD,LAD,"betts, mookie","smith, riley",fly_ball,center,0.15,2.34,93.1,100.5,41.0,0
ARI,LAD,LAD,"seager, corey","smith, riley",ground_ball,center,0.78,1.86,80.4,100.5,-10.0,0
ARI,LAD,LAD,"seager, corey","smith, riley",ground_ball,center,-0.61,1.82,79.5,,,0
ARI,LAD,LAD,"smith, will","smith, riley",ground_ball,center,0.46,2.36,94.8,101.3,-2.0,0
ARI,LAD,LAD,"smith, will","smith, riley",ground_ball,center,0.82,2.19,93.2,,-31.0,0
ARI,LAD,LAD,"bellinger, cody","smith, riley",ground_ball,right,1.04,1.93,92.7,,,0
SF,ARI,SF,"dickerson, alex","smith, riley",fly_ball,left,0.27,3.13,93.7,,60.0,0
SF,ARI,SF,"bart, joey","smith, riley",popup,right,-0.51,1.46,93.9,,66.0,0
ARI,TEX,TEX,"gallo, joey","smith, riley",fly_ball,left,0.4,2.73,93.6,96.5,,0
ARI,TEX,TEX,"gallo, joey","smith, riley",popup,left,0.46,3.04,92.3,90.0,71.0,0
ARI,TEX,TEX,"huff, sam","smith, riley",ground_ball,right,-0.05,2.92,94.1,95.0,,0
ARI,TEX,TEX,"huff, sam","smith, riley",line_drive,left,-0.38,2.57,92.7,110.5,9.0,0
ARI,TEX,TEX,"apostel, sherten","smith, riley",fly_ball,right,0.2,2.64,82.9,,44.0,0
ARI,TEX,TEX,"apostel, sherten","smith, riley",ground_ball,left,0.86,2.45,82.9,71.8,,0
ARI,TEX,TEX,"white, eli","smith, riley",line_drive,center,0.69,1.96,82.5,,,0
ARI,TEX,TEX,"white, eli","smith, riley",line_drive,left,-1.02,1.93,92.4,72.4,,0
ARI,TEX,TEX,"taveras, leody","smith, riley",ground_ball,center,0.45,2.3,92.8,,-76.0,0
ARI,TEX,TEX,"solak, nick","smith, riley",fly_ball,right,-0.1,2.28,93.5,,,0
ARI,TEX,TEX,"kiner-falefa, isiah","smith, riley",ground_ball,center,-0.42,3.2,92.8,77.1,-2.0,0
ARI,TEX,TEX,"kiner-falefa, isiah","smith, riley",ground_ball,center,-0.08,2.29,93.5,80.0,-20.0,0
ARI,TEX,TEX,"tejeda, anderson","smith, riley",line_drive,center,0.78,2.84,93.6,,,0
LAA,ARI,LAA,"trout, mike","smith, riley",fly_ball,center,-0.37,2.96,93.0,89.7,37.0,0
LAA,ARI,LAA,"trout, mike","smith, riley",fly_ball,right,0.08,2.28,81.1,91.5,,0
LAA,ARI,LAA,"simmons, andrelton","smith, riley",ground_ball,center,-0.76,1.89,92.1,82.1,,0
LAA,ARI,LAA,"simmons, andrelton","smith, riley",line_drive,left,-0.64,2.9,91.3,,22.0,0
LAA,ARI,LAA,"rendon, anthony","smith, riley",fly_ball,center,-0.18,2.67,82.0,,41.0,0
LAA,ARI,LAA,"rendon, anthony","smith, riley",line_drive,left,0.22,1.9,80.8,102.5,16.0,0
LAA,ARI,LAA,"walsh, jared","smith, riley",line_drive,left,-0.04,2.93,92.6,88.4,27.0,0
LAA,ARI,LAA,"walsh, jared","smith, riley",ground_ball,center,-0.07,2.11,91.3,110.0,5.0,0
LAA,ARI,LAA,"ward, taylor","smith, riley",line_drive,left,0.24,2.47,81.3,,19.0,0
LAA,ARI,LAA,"fletcher, david","smith, riley",line_drive,right,-0.63,1.92,91.9,69.0,,0
LAA,ARI,LAA,"fletcher, david","smith, riley",ground_ball,center,0.49,1.31,83.0,90.5,,0
LAA,ARI,LAA,"fletcher, david","smith, riley",ground_ball,left,-0.07,1.81,90.4,94.9,-19.0,0
LAA,ARI,LAA,"pujols, albert","smith, riley",fly_ball,right,0.06,2.71,83.2,69.3,45.0,0
LAA,ARI,LAA,"upton, justin","smith, riley",ground_ball,center,-0.75,2.39,93.0,,,0
LAA,ARI,LAA,"upton, justin","smith, riley",popup,right,0.03,3.03,81.7,,,0
LAA,ARI,LAA,"bemboom, anthony","smith, riley",line_drive,center,-0.46,1.89,91.5,101.4,9.0,0
SF,ARI,SF,"robertson, daniel","smith, riley",ground_ball,left,0.84,1.66,85.6,,-30.0,0
